"","ID","AuthorUserName","AuthorDisplayName","Created","Message","ContentType","ContextUrl","AuthorFollowerCount","LikeCount","TwitterAuthorListedCount","TWAuthorIsVerified","TWRetweetCount","TWReplyCount","TWAuthorCreated","Tags","ZPoints","Sentiment","No.Tags","Engagement.Score"
"14",1.10924e+18,"LibertyMBB","Liberty Menâ€™s Basketball",2019-03-22 23:53:00,"At the U12 media timeout:Liberty 10Mississippi St 15 ","Photo","https://twitter.com/LibertyMBB/statuses/1109241740903350273",8370,0,108,"False",1,2,2011-09-05 17:54:00,"Liberty,Mississippi",29,"Objective","False",3
"15",1.10924e+18,"UCImbb","UCI M Basketball",2019-03-22 23:53:00,"Historic season continues with NCAA Tournament upset!  #TWZ  #StillHungry Recap: ","Text","https://twitter.com/UCImbb/statuses/1109241708187975680",6414,86,122,"False",14,1,2010-12-06 05:54:00,"UC Irvine",55,"Negative","False",101
"16",1.10924e+18,"OregonMBB","Oregon Men's Basketball",2019-03-22 23:52:00,"RT @GoDucks: Numbers don't matter. Keep on dancing. @OregonMBB is moving on to the Round of 32.  #GoDucks  #MarchMadness ","Video","https://twitter.com/OregonMBB/statuses/1109241564981661696",108099,0,693,"True",0,0,2009-07-15 19:21:00,"Oregon",13,"Objective","False",0
"17",1.10924e+18,"HailStateMBK","Mississippi State Basketball",2019-03-22 23:51:00,"RT @MarchMadnessTV: The @LibertyMBB vs. @HailStateMBK matchup features a pair of twins facing off, just not on the court....@ROSGO21 hasâ€¦","Video","https://twitter.com/HailStateMBK/statuses/1109241284760240128",46681,0,413,"True",0,0,2009-06-08 20:53:00,"Mississippi Sta,Liberty",12,"Objective","False",0
"18",1.10924e+18,"NDSUmbb","NDSU Basketball",2019-03-22 23:51:00,"RT @marchmadness: Vinnie Shahid of NDSU ties it up with Duke with the TOUGH and-1! ˜¤ #MarchMadness ","Video","https://twitter.com/NDSUmbb/statuses/1109241188257804288",10651,0,117,"False",0,0,2013-03-07 16:20:00,"Duke,North Dakota St",9,"Objective","False",0
"19",1.10924e+18,"GeorgiaStateMBB","GSU Men's Basketball",2019-03-22 23:51:00,"The Panthers have cut Houston's 14-point lead down to nine as @D_Mitch23 has 10 points for GSU.26-17, Houston | 8:00 | 1st Half","Text","https://twitter.com/GeorgiaStateMBB/statuses/1109241142707658753",4676,9,83,"False",1,1,2015-05-06 19:25:00,"Houston,Georgia State",27,"Objective","False",11
"20",1.10924e+18,"NDSUmbb","NDSU Basketball",2019-03-22 23:51:00,"Vinnieâ€s just hoopinâ€.  ","Video","https://twitter.com/NDSUmbb/statuses/1109241116765929474",10650,344,116,"False",55,4,2013-03-07 16:20:00,"North Dakota St",76,"Objective","False",403
"21",1.10924e+18,"UHCougarMBK","Houston Men's Hoops ðŸ€ ðŸ¾",2019-03-22 23:51:00,"UNDER-8 TIMEOUTNo 11/9 Houston 26Georgia State 178:00 left #ForTheCity  #GoCoogs","Text","https://twitter.com/UHCougarMBK/statuses/1109241111992823810",23279,23,273,"True",7,1,2010-07-26 18:22:00,"Houston,Georgia State",47,"Objective","False",31
"22",1.10924e+18,"LibertyMBB","Liberty Menâ€™s Basketball",2019-03-22 23:50:00,"We are in CaliSuns Out ŒžGumbs Out ª½Big 3 from the Senior!  #MarchMadness ","Video","https://twitter.com/LibertyMBB/statuses/1109241013699149824",8368,27,108,"False",5,0,2011-09-05 17:54:00,"Liberty",40,"Objective","False",32
"23",1.10924e+18,"OregonMBB","Oregon Men's Basketball",2019-03-22 23:48:00,"Wisconsin was the eighth opponent in the last nine games that Oregon has held below 61 points.  #GoDucks  #MarchMadness ","Photo","https://twitter.com/OregonMBB/statuses/1109240588480606209",108099,158,693,"True",26,1,2009-07-15 19:21:00,"Wisconsin,Oregon",68,"Objective","False",185
"24",1.10924e+18,"LibertyMBB","Liberty Menâ€™s Basketball",2019-03-22 23:48:00,"RT @libertysfc: Letâ€s go @LibertyMBB!!","Text","https://twitter.com/LibertyMBB/statuses/1109240581824249857",8367,0,108,"False",0,0,2011-09-05 17:54:00,"Liberty",9,"Objective","False",0
"25",1.10924e+18,"GeorgiaStateMBB","GSU Men's Basketball",2019-03-22 23:48:00,".@D_Mitch23 with another 3-pointer to cut Houston's lead to just eight, 25-17. ","Video","https://twitter.com/GeorgiaStateMBB/statuses/1109240517076967426",4676,14,83,"False",2,0,2015-05-06 19:25:00,"Houston,Georgia State",28,"Objective","False",16
"26",1.10924e+18,"LibertyMBB","Liberty Menâ€™s Basketball",2019-03-22 23:48:00,"You can't even get more than 20 followers. BUT if you would like more followers, apply at our University! We have 45,754 students so you can get plenty of followers!Here is the link to apply: ","Text","https://twitter.com/LibertyMBB/statuses/1109240426286841856",8367,130,108,"False",35,7,2011-09-05 17:54:00,"Liberty",70,"Positive","False",172
"27",1.10924e+18,"NDSUmbb","NDSU Basketball",2019-03-22 23:47:00,"Now Horn gets a bucket. 20-20 tie.The Bison fans in here are LOUD.","Text","https://twitter.com/NDSUmbb/statuses/1109240162423324672",10638,85,116,"False",11,4,2013-03-07 16:20:00,"North Dakota St",55,"Objective","False",100
"28",1.10924e+18,"HailStateMBK","Mississippi State Basketball",2019-03-22 23:46:00,"Dawgs out to an early 7-2 edge at the 15:38 mark MSU has an assist on two of its three FGs  #HailState¶ ","Photo","https://twitter.com/HailStateMBK/statuses/1109240030604619776",46680,23,412,"True",3,0,2009-06-08 20:53:00,"Mississippi Sta,Mich St",37,"Objective","False",26
"29",1.10924e+18,"NDSUmbb","NDSU Basketball",2019-03-22 23:45:00,"Jordan Horn takes a charge on Duke's Cam Reddish. Vinnie Shahid scores at the other end.Bison trailing No. 1 Duke, 20-18, with 4:30 left in the half. ","Video","https://twitter.com/NDSUmbb/statuses/1109239770566283265",10636,53,116,"False",5,1,2013-03-07 16:20:00,"Duke,North Dakota St",43,"Objective","False",59
"30",1.10924e+18,"UVAMensHoops","Virginia Men's Basketball",2019-03-22 23:44:00,"Win No. 3âƒ£0âƒ£  #PressOnFull  highlights âž¡ #GoHoos ","Photo","https://twitter.com/UVAMensHoops/statuses/1109239553926316038",159962,96,607,"True",9,2,2012-07-13 16:58:00,"Virginia",55,"Positive","False",107
"31",1.10924e+18,"UW_MBB","Washington Men's Basketball",2019-03-22 23:44:00,"Let's watch it again, just cuz.  #MarchMadness //  #TougherTogether ","Video","https://twitter.com/UW_MBB/statuses/1109239545965568001",50815,155,516,"True",39,1,2010-12-09 00:43:00,"Washington",73,"Objective","False",195
"32",1.10924e+18,"LSUBasketball","LSU Basketball",2019-03-22 23:44:00,"RT @CodyWorsham: The March Madness media doesn't talk to them, but assistant coach Greg Heiar knows the secret: ""They're the reason we woâ€¦","Photo","https://twitter.com/LSUBasketball/statuses/1109239542937276416",58485,0,478,"True",0,0,2009-05-19 17:01:00,"LSU",12,"Objective","False",0
"33",1.10924e+18,"UW_MBB","Washington Men's Basketball",2019-03-22 23:43:00,"–© dunk.  #MarchMadness //  #TougherTogether ","Video","https://twitter.com/UW_MBB/statuses/1109239219527081984",50813,154,516,"True",21,1,2010-12-09 00:43:00,"Washington",65,"Objective","False",176
"34",1.10924e+18,"LibertyMBB","Liberty Menâ€™s Basketball",2019-03-22 23:43:00,"Our first points of the game come from the Lefty @get_buckets05!  #MarchMadness ","Video","https://twitter.com/LibertyMBB/statuses/1109239155647635457",8367,7,108,"False",3,2,2011-09-05 17:54:00,"Liberty",38,"Objective","False",12
"35",1.10924e+18,"OregonMBB","Oregon Men's Basketball",2019-03-22 23:42:00,".@fastpp3 's 8 assists were one shy of Oregon's NCAA Tournament record. Kenya Wilkins had 9 assists vs. Texas in 1995.","Text","https://twitter.com/OregonMBB/statuses/1109239046771867648",108096,102,693,"True",9,0,2009-07-15 19:21:00,"Oregon",53,"Negative","False",111
"36",1.10924e+18,"UHCougarMBK","Houston Men's Hoops ðŸ€ ðŸ¾",2019-03-22 23:42:00,"‘to go @HoustonTX!  #ForTheCity","Text","https://twitter.com/UHCougarMBK/statuses/1109238978035830795",23273,95,275,"True",13,0,2010-07-26 18:22:00,"Houston",56,"Objective","False",108
"37",1.10924e+18,"HailStateMBK","Mississippi State Basketball",2019-03-22 23:42:00,"Take me to jam city Q ‘€Dawgs up 4-0 at the 17:27 mark #HailState¶ ","Video","https://twitter.com/HailStateMBK/statuses/1109238926399565825",46679,26,411,"True",7,0,2009-06-08 20:53:00,"Mississippi Sta",47,"Objective","False",33
"38",1.10924e+18,"GeorgiaStateMBB","GSU Men's Basketball",2019-03-22 23:41:00,"Big 3-pointer by @D_Mitch23 as the Panthers cut Houston's lead to 11 at the U12 media timeout.21-10, Houston | 11:59 | 1st Half ","Video","https://twitter.com/GeorgiaStateMBB/statuses/1109238686368043008",4675,17,83,"False",1,1,2015-05-06 19:25:00,"Houston,Georgia State",28,"Objective","False",19
"39",1.10924e+18,"LibertyMBB","Liberty Menâ€™s Basketball",2019-03-22 23:40:00,"From San Jose to Lynchburg, thank you, Flames Nation for showing up to the Vines! ","Photo","https://twitter.com/LibertyMBB/statuses/1109238572035407873",8366,173,108,"False",17,6,2011-09-05 17:54:00,"Liberty",62,"Positive","False",196
"40",1.10924e+18,"UHCougarMBK","Houston Men's Hoops ðŸ€ ðŸ¾",2019-03-22 23:40:00,"UNDER-12 TIMEOUTNo 11/9 Houston 21Georgia State 1011:59 left #ForTheCity  #GoCoogs","Text","https://twitter.com/UHCougarMBK/statuses/1109238567350476800",23273,0,275,"True",1,2,2010-07-26 18:22:00,"Houston,Georgia State",31,"Objective","False",3
"41",1.10924e+18,"HailStateMBK","Mississippi State Basketball",2019-03-22 23:40:00,"GO TIME! Watch now on @truTV  #HailState¶ |  #MarchMadness ","Photo","https://twitter.com/HailStateMBK/statuses/1109238480389828609",46679,1,411,"True",1,1,2009-06-08 20:53:00,"Mississippi Sta",29,"Objective","False",3
"42",1.10924e+18,"HailStateMBK","Mississippi State Basketball",2019-03-22 23:39:00,"Q to the cup to get us started on the right note Dawgs up 2-0 at the 19:30 mark  #HailState¶ ","Photo","https://twitter.com/HailStateMBK/statuses/1109238266031554560",46678,3,411,"True",2,0,2009-06-08 20:53:00,"Mississippi Sta",30,"Objective","False",5
"43",1.10924e+18,"Vol_Hoops","Tennessee Basketball",2019-03-22 23:38:00,"â€¢ AD got hot late [ 19 pts ] ‘Œâ€¢ Outscored Colgate 38-20 in the paint ¨â€¢ Win No. 3âƒ£0âƒ£ on the year âœŠ","Text","https://twitter.com/Vol_Hoops/statuses/1109238011903045634",189433,366,877,"True",24,4,2009-04-27 14:57:00,"Tennessee,Colgate",71,"Positive","False",394
"44",1.10924e+18,"UHCougarMBK","Houston Men's Hoops ðŸ€ ðŸ¾",2019-03-22 23:38:00,"3-counter for @CoreyDavisJr_:  #ForTheCity ","Video","https://twitter.com/UHCougarMBK/statuses/1109237992160411649",23272,14,275,"True",2,0,2010-07-26 18:22:00,"Houston",31,"Objective","False",16
"45",1.10924e+18,"DukeMBB","Duke Basketball",2019-03-22 23:38:00,"8 points for ZI¤¯N (4-6 FG). Also had this block early. âŒ‘‡","Video","https://twitter.com/DukeMBB/statuses/1109237973265063936",2218576,961,1816,"True",197,32,2008-12-20 21:07:00,"Duke",105,"Objective","False",1190
"46",1.10924e+18,"LibertyMBB","Liberty Menâ€™s Basketball",2019-03-22 23:38:00,"Pregame is over! Time to dance!  #RiseWithUs ","Photo","https://twitter.com/LibertyMBB/statuses/1109237935495274496",8366,8,108,"False",5,1,2011-09-05 17:54:00,"Liberty",40,"Objective","False",14
"47",1.10924e+18,"USUBasketball","USU Men's Hoops",2019-03-22 23:38:00,"AT THE HALFAggies trail 40-28 headed into the locker room. 2âƒ£0âƒ£ minutes left to go.  #AggiesAllTheWay ","Photo","https://twitter.com/USUBasketball/statuses/1109237859704287238",9008,3,140,"True",2,11,2011-10-26 19:28:00,"Utah State",49,"Objective","False",16
"48",1.10924e+18,"UW_MBB","Washington Men's Basketball",2019-03-22 23:37:00,"LET'S GO! #MarchMadness //  #TougherTogether ","Photo","https://twitter.com/UW_MBB/statuses/1109237814531710978",50813,223,514,"True",63,8,2010-12-09 00:43:00,"Washington",82,"Objective","False",294
"49",1.10924e+18,"LibertyMBB","Liberty Menâ€™s Basketball",2019-03-22 23:36:00,"RT @ASUNMBB:  #MarchMadness Views ","Photo","https://twitter.com/LibertyMBB/statuses/1109237477980557312",8365,0,108,"False",0,0,2011-09-05 17:54:00,"Liberty",9,"Objective","False",0
"50",1.10924e+18,"LibertyMBB","Liberty Menâ€™s Basketball",2019-03-22 23:35:00,"An NCAA Tournament starting five:@Georgie_126 @lovellikc_ Elijah Cuffee@get_buckets05 @ScottieJames31 ","Photo","https://twitter.com/LibertyMBB/statuses/1109237223935733762",8365,27,108,"False",8,1,2011-09-05 17:54:00,"Liberty",47,"Objective","False",36
"51",1.10924e+18,"DukeMBB","Duke Basketball",2019-03-22 23:35:00,"š€š€š€š€š€š€š€ @ZionW32  #DukeKicks ","Photo","https://twitter.com/DukeMBB/statuses/1109237209167790080",2218570,1776,1816,"True",273,13,2008-12-20 21:07:00,"Duke",109,"Objective","False",2062
"52",1.10924e+18,"UW_MBB","Washington Men's Basketball",2019-03-22 23:35:00,"@Pac12Network  #Thybulle4DPOY","Text","https://twitter.com/UW_MBB/statuses/1109237068801155074",50812,14,514,"True",3,1,2010-12-09 00:43:00,"Washington",39,"Objective","False",18
"53",1.10924e+18,"LibertyMBB","Liberty Menâ€™s Basketball",2019-03-22 23:35:00,"RT @marchmadness: Taking us 4-wide...@LibertyMBB amp; @HailStateMBK are set for battle!‘‰ ","Photo","https://twitter.com/LibertyMBB/statuses/1109237069262606336",8364,0,108,"False",0,0,2011-09-05 17:54:00,"Mississippi Sta,Liberty",9,"Objective","False",0
"54",1.10924e+18,"UHCougarMBK","Houston Men's Hoops ðŸ€ ðŸ¾",2019-03-22 23:34:00,"@jimmy_guinn  #ForTheCity ","Video","https://twitter.com/UHCougarMBK/statuses/1109237063654739968",23271,0,275,"True",0,0,2010-07-26 18:22:00,"Houston",11,"Objective","False",0
"55",1.10924e+18,"LibertyMBB","Liberty Menâ€™s Basketball",2019-03-22 23:34:00,"RT @ASUNMBB: .@LibertyMBB ready for its fourth  #marchmadness appearance.  #RiseWithUs  #ASUNMBB  #GoFlames ","Video","https://twitter.com/LibertyMBB/statuses/1109237053710131200",8364,0,108,"False",0,0,2011-09-05 17:54:00,"Liberty",9,"Positive","False",0
"56",1.10924e+18,"NDSUmbb","NDSU Basketball",2019-03-22 23:34:00,"Bison 16, Duke 16 with 9:21 left in the 1st half.","Text","https://twitter.com/NDSUmbb/statuses/1109237046277750784",10626,23,116,"False",1,3,2013-03-07 16:20:00,"Duke,North Dakota St",37,"Objective","False",27
"57",1.10924e+18,"OregonMBB","Oregon Men's Basketball",2019-03-22 23:34:00,"Pleased, but not satisfied. Bring on the Anteaters.  #GoDucks  #MarchMadness ","Photo","https://twitter.com/OregonMBB/statuses/1109236971614789636",108092,713,693,"True",113,2,2009-07-15 19:21:00,"Oregon",91,"Objective","False",828
"58",1.10924e+18,"UHCougarMBK","Houston Men's Hoops ðŸ€ ðŸ¾",2019-03-22 23:34:00,"@UHAAAustinCoogs @houstonalumni @UHouston  #ForTheCity ","Video","https://twitter.com/UHCougarMBK/statuses/1109236937137811457",23271,0,275,"True",0,0,2010-07-26 18:22:00,"Houston",11,"Objective","False",0
"59",1.10924e+18,"IonaGaelsMBB","Iona Men's Hoops",2019-03-22 23:34:00,"As Dre says: â€œRahhhhh!â€ The Gaels are in the building.  #ICMBB  #GaelNation   #MarchMadness ","Video","https://twitter.com/IonaGaelsMBB/statuses/1109236907848941568",5166,25,83,"True",4,1,2014-08-19 14:39:00,"Iona",39,"Objective","False",30
"60",1.10924e+18,"HailStateMBK","Mississippi State Basketball",2019-03-22 23:34:00,"Together on Three —£1âƒ£2âƒ£3âƒ£ #HailState¶ |  #MarchMadness ","Photo","https://twitter.com/HailStateMBK/statuses/1109236821215662080",46673,12,413,"True",6,0,2009-06-08 20:53:00,"Mississippi Sta",44,"Objective","False",18
"61",1.10924e+18,"UHCougarMBK","Houston Men's Hoops ðŸ€ ðŸ¾",2019-03-22 23:33:00,"@redmachine4649 @KPRC2AdamW @marchmadness TBS  #ForTheCity","Text","https://twitter.com/UHCougarMBK/statuses/1109236792341999616",23270,0,275,"True",0,1,2010-07-26 18:22:00,"Houston",21,"Objective","False",1
"62",1.10924e+18,"UHCougarMBK","Houston Men's Hoops ðŸ€ ðŸ¾",2019-03-22 23:33:00,"MEDIA TIMEOUTNo 11/9 Houston 15Georgia State 314:50 left #ForTheCity  #GoCoogs","Text","https://twitter.com/UHCougarMBK/statuses/1109236750243762177",23270,5,275,"True",2,0,2010-07-26 18:22:00,"Houston,Georgia State",29,"Objective","False",7
"63",1.10924e+18,"OregonMBB","Oregon Men's Basketball",2019-03-22 23:31:00,"RT @GoDucksMoseley: Wondered if @OregonMBB, after striving so hard to make  #marchmadness, would be able to recalibrate and not just be happâ€¦","Text","https://twitter.com/OregonMBB/statuses/1109236141100662784",108092,0,692,"True",0,0,2009-07-15 19:21:00,"Oregon",13,"Objective","False",0
"64",1.10924e+18,"USUBasketball","USU Men's Hoops",2019-03-22 23:30:00,"Now the under-4 media timeout, Washington leading 34-25 with 3:44 to play in the first half.  #AggiesAllTheWay","Text","https://twitter.com/USUBasketball/statuses/1109235904923815936",9005,0,140,"True",1,1,2011-10-26 19:28:00,"Utah State,Washington",25,"Positive","False",2
"65",1.10924e+18,"FSUHoops","FSU Hoops",2019-03-22 23:30:00,"Another challenge awaits tomorrow night.  #MarchOn ","Text","https://twitter.com/FSUHoops/statuses/1109235896371634176",63234,136,636,"True",18,6,2009-02-20 15:59:00,"Florida State",67,"Positive","False",160
"66",1.10924e+18,"KentuckyMBB","Kentucky Basketball",2019-03-22 23:30:00,"One last look back at yesterday as we move on to tomorrow's second-round matchup.","Text","https://twitter.com/KentuckyMBB/statuses/1109235810937856001",771787,104,1170,"True",12,1,2009-04-26 22:25:00,"Kentucky",60,"Objective","False",117
"67",1.10924e+18,"OU_MBBall","Oklahoma Basketball",2019-03-22 23:30:00,"Today was fun. Let's do it all over again on Sunday. Round One Recap — ","Video","https://twitter.com/OU_MBBall/statuses/1109235809838907392",582311,406,594,"True",46,2,2011-06-29 16:57:00,"Oklahoma",79,"Positive","False",454
"68",1.10924e+18,"GeorgiaStateMBB","GSU Men's Basketball",2019-03-22 23:29:00,"Houston has made six of its first eight shots forcing GSU to call timeout trailing by 12.15-3, Houston | 15:30 | 1st Half","Text","https://twitter.com/GeorgiaStateMBB/statuses/1109235770680926214",4673,2,83,"False",2,1,2015-05-06 19:25:00,"Houston,Georgia State",30,"Negative","False",5
"69",1.10924e+18,"DukeMBB","Duke Basketball",2019-03-22 23:29:00,"Weâ€ll be fine if we go as hard as this tee-shirt.  #StayCrazie •‘€µ˜ˆ¤— ","Video","https://twitter.com/DukeMBB/statuses/1109235713617338369",2218560,1186,1816,"True",166,14,2008-12-20 21:07:00,"Duke",102,"Positive","False",1366
"70",1.10924e+18,"UHCougarMBK","Houston Men's Hoops ðŸ€ ðŸ¾",2019-03-22 23:29:00,"GEORGIA STATE 1/UNDER-16 TIMEOUTNo 11/9 Houston 15Georgia State 315:30 left #ForTheCity  #GoCoogs","Text","https://twitter.com/UHCougarMBK/statuses/1109235658839724032",23266,29,275,"True",10,2,2010-07-26 18:22:00,"Houston,Georgia State",53,"Objective","False",41
"71",1.10924e+18,"UVAMensHoops","Virginia Men's Basketball",2019-03-22 23:29:00,"""Keeping guys calm and keeping our edge."" Ty Jerome on how they didn't panic â¬‡¶âš·  #GoHoos ","Video","https://twitter.com/UVAMensHoops/statuses/1109235651281670144",159956,138,607,"True",14,0,2012-07-13 16:58:00,"Virginia",59,"Objective","False",152
"72",1.10924e+18,"HailStateMBK","Mississippi State Basketball",2019-03-22 23:28:00,"The – for the NCAA Round of 64  #HailState¶ ","Video","https://twitter.com/HailStateMBK/statuses/1109235550773338115",46676,28,411,"True",6,0,2009-06-08 20:53:00,"Mississippi Sta",45,"Objective","False",34
"73",1.10924e+18,"UW_MBB","Washington Men's Basketball",2019-03-22 23:28:00,"‘€ @MatisseThybulle  #MarchMadness //  #TougherTogether","Text","https://twitter.com/UW_MBB/statuses/1109235479294152704",50813,55,514,"True",17,0,2010-12-09 00:43:00,"Washington",60,"Objective","False",72
"74",1.10924e+18,"UHCougarMBK","Houston Men's Hoops ðŸ€ ðŸ¾",2019-03-22 23:27:00,"That's a 3âƒ£and a foul. 4âƒ£-point play for @CoreyDavisJr_!  #ForTheCity ","Video","https://twitter.com/UHCougarMBK/statuses/1109235250444550144",23265,40,275,"True",7,1,2010-07-26 18:22:00,"Houston",48,"Objective","False",48
"75",1.10924e+18,"NDSUmbb","NDSU Basketball",2019-03-22 23:27:00,"Bison   14Duke    1111:34 left in the 1st half.  Vinnie Shahid has 8 points. ","Video","https://twitter.com/NDSUmbb/statuses/1109235176238911489",10609,120,116,"False",23,4,2013-03-07 16:20:00,"Duke,North Dakota St",64,"Objective","False",147
"76",1.10924e+18,"UW_MBB","Washington Men's Basketball",2019-03-22 23:26:00,".@NDickerson15 goes BEAST MODE.  #MarchMadness //  #TougherTogether ","Video","https://twitter.com/UW_MBB/statuses/1109235022530334720",50812,73,513,"True",9,1,2010-12-09 00:43:00,"Washington",53,"Objective","False",83
"77",1.10923e+18,"UHCougarMBK","Houston Men's Hoops ðŸ€ ðŸ¾",2019-03-22 23:26:00,"Slam. It. Home. Big Man! @BreaonB with the big dunk and  #ForTheCity is  ","Video","https://twitter.com/UHCougarMBK/statuses/1109234979324772352",23265,38,275,"True",6,0,2010-07-26 18:22:00,"Houston",44,"Negative","False",44
"78",1.10923e+18,"GWU_MBK","Gardner-Webb Men's Basketball",2019-03-22 23:25:00,"RECAP: Gardner-Webb Falls, 71-56, To Virginia In NCAA Tournament Opener Friday Afternoon ","Text","https://twitter.com/GWU_MBK/statuses/1109234773212479488",4172,48,54,"False",7,3,2014-02-22 20:03:00,"Virginia,Gardner Webb",47,"Objective","False",58
"79",1.10923e+18,"UW_MBB","Washington Men's Basketball",2019-03-22 23:25:00,"Let the artist paint!Thybulle with the STEAL and one-handed SLAM! #MarchMadness //  #TougherTogether ","Video","https://twitter.com/UW_MBB/statuses/1109234606673485824",50811,255,513,"True",28,3,2010-12-09 00:43:00,"Washington",70,"Objective","False",286
"80",1.10923e+18,"USUBasketball","USU Men's Hoops",2019-03-22 23:25:00,"TO USU will count as the Media - Washington leads 34-25 with 3:58 to play in the 1st half. Huskies on a 7-0 run over the last minute of play.  #AggiesAlltheWay","Text","https://twitter.com/USUBasketball/statuses/1109234571437056010",9005,0,140,"True",1,6,2011-10-26 19:28:00,"Utah State,Washington",39,"Positive","False",7
